http://ted.europa.eu/udl?uri=TED:NOTICE:488952-2017:TEXT:PL:HTML&src=0 	  488952-2017 	  Norwegia-Oslo: System pozyskiwania danych 	  NO 	  07/12/2017 	6816000	 NOK 	 bez Vat 	  Wartosc bez VAT: 6 816 000.00 NOK
http://ted.europa.eu/udl?uri=TED:NOTICE:457656-2017:TEXT:PL:HTML&src=0 	  457656-2017 	  Dania-Ballerup: Systemy baz danych 	  DK 	  16/11/2017 	2659414,36	 DKK 	 bez Vat 	  Wartosc bez VAT: 2 659 414.36 DKK
http://ted.europa.eu/udl?uri=TED:NOTICE:457618-2017:TEXT:PL:HTML&src=0 	  457618-2017 	  Polska-Warszawa: Us³ugi skanowania 	  PL 	  16/11/2017 	2728726,29	 PLN 	 bez Vat 	  Wartosc bez VAT: 2 728 726.29 PLN
http://ted.europa.eu/udl?uri=TED:NOTICE:457565-2017:TEXT:PL:HTML&src=0 	  457565-2017 	  Szwecja-Sztokholm: Systemy informacji finansowej 	  SE 	  16/11/2017 	200000000	 SEK 	 bez Vat 	  Wartosc bez VAT: 200 000 000.00 SEK
http://ted.europa.eu/udl?uri=TED:NOTICE:457326-2017:TEXT:PL:HTML&src=0 	  457326-2017 	  Zjednoczone Królestwo-Warrington: Us³ugi zarz¹dzania dokumentami 	  UK 	  16/11/2017 	42780513	 GBP 	 bez Vat 	  Wartosc bez VAT: 42 780 513.00 GBP
http://ted.europa.eu/udl?uri=TED:NOTICE:457003-2017:TEXT:PL:HTML&src=0 	  457003-2017 	  Irlandia-Dublin: Ró¿ne us³ugi opracowywania oprogramowania i systemy komputerowe 	  IE 	  16/11/2017 	500000	 EUR 	 bez Vat 	  Wartosc bez VAT: 500 000.00 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:456962-2017:TEXT:PL:HTML&src=0 	  456962-2017 	  Polska-Warszawa: Komputery przenoœne 	  PL 	  16/11/2017 	28480	 PLN 	 bez Vat 	  Wartosc bez VAT: 28 480.00 PLN
http://ted.europa.eu/udl?uri=TED:NOTICE:456956-2017:TEXT:PL:HTML&src=0 	  456956-2017 	  Polska-Tarnów: Pakiety oprogramowania do analizy finansowej i rachunkowoœci/ksiêgowoœci 	  PL 	  16/11/2017 	649593,5	 PLN 	 bez Vat 	  Wartosc bez VAT: 649 593.50 PLN
http://ted.europa.eu/udl?uri=TED:NOTICE:456776-2017:TEXT:PL:HTML&src=0 	  456776-2017 	  Republika Czeska-Praga: Serwery 	  CZ 	  16/11/2017 	11376393	 CZK 	 bez Vat 	  Wartosc bez VAT: 11 376 393.00 CZK
http://ted.europa.eu/udl?uri=TED:NOTICE:455903-2017:TEXT:PL:HTML&src=0 	  455903-2017 	  Republika Czeska-Most: System informacji ruchu pasa¿erskiego 	  CZ 	  15/11/2017 	18949949	 CZK 	 bez Vat 	  Wartosc bez VAT: 18 949 949.00 CZK
http://ted.europa.eu/udl?uri=TED:NOTICE:455606-2017:TEXT:PL:HTML&src=0 	  455606-2017 	  Niderlandy-Haga: Us³ugi informatyczne: konsultacyjne, opracowywania oprogramowania, internetowe i wsparcia 	  NL 	  15/11/2017 	5629739	 EUR 	 bez Vat 	  Wartosc bez VAT: 5 629 739.00 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:455078-2017:TEXT:PL:HTML&src=0 	  455078-2017 	  Francja-Béthune: Pakiety oprogramowania dla punktów sprzeda¿y 	  FR 	  15/11/2017 	233267	 EUR 	 bez Vat 	  Wartosc bez VAT: 233 267.00 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:455051-2017:TEXT:PL:HTML&src=0 	  455051-2017 	  Szwecja-Örebro: Pakiety oprogramowania szkoleniowego 	  SE 	  15/11/2017 	776000	 SEK 	 bez Vat 	  Wartosc bez VAT: 776 000.00 SEK
http://ted.europa.eu/udl?uri=TED:NOTICE:454589-2017:TEXT:PL:HTML&src=0 	  454589-2017 	  Szwajcaria-Zurych: Pakiety oprogramowania statystycznego 	  CH 	  14/11/2017 	0	  	 z Vat 	  Brak wartosci w ofercie
http://ted.europa.eu/udl?uri=TED:NOTICE:454580-2017:TEXT:PL:HTML&src=0 	  454580-2017 	  Szwajcaria-Aarau: Pakiety oprogramowania do zarz¹dzania relacjami z klientami 	  CH 	  14/11/2017 	1042498	 CHF 	 z Vat 	  Najtansza oferta: 1 042 498.00 CHF / Najdrozsza oferta: 3 234 821.00 CHF brana pod uwage
http://ted.europa.eu/udl?uri=TED:NOTICE:453763-2017:TEXT:PL:HTML&src=0 	  453763-2017 	  Finlandia-Helsinki: Us³ugi doradcze w zakresie programowania oprogramowania 	  FI 	  14/11/2017 	459445	 EUR 	 bez Vat 	  Wartosc bez VAT: 459 445.00 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:453722-2017:TEXT:PL:HTML&src=0 	  453722-2017 	  Szwecja-Lidköping: Pakiety oprogramowania i systemy informatyczne 	  SE 	  14/11/2017 	0	  	 z Vat 	  Brak wartosci w ofercie
http://ted.europa.eu/udl?uri=TED:NOTICE:452381-2017:TEXT:PL:HTML&src=0 	  452381-2017 	  Grecja-Kozani: Komputerowy system steruj¹cy 	  GR 	  11/11/2017 	240829,08	 EUR 	 z Vat 	  Wartosc: 240 829,08 EUR £¹cznie z VAT. Stawka VAT (%) 24
http://ted.europa.eu/udl?uri=TED:NOTICE:452241-2017:TEXT:PL:HTML&src=0 	  452241-2017 	  Polska-Po³aniec: Komputerowy system steruj¹cy 	  PL 	  11/11/2017 	0	  	 z Vat 	  Brak wartosci w ofercie
http://ted.europa.eu/udl?uri=TED:NOTICE:451861-2017:TEXT:PL:HTML&src=0 	  451861-2017 	  W³ochy-Rzym: Systemy baz danych 	  IT 	  11/11/2017 	3021300	 EUR 	 bez Vat 	  Wartosc bez VAT: 3 021 300.00 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:451828-2017:TEXT:PL:HTML&src=0 	  451828-2017 	  Niderlandy-Hilversum: Pakiety oprogramowania do rozliczania czasu lub zarz¹dzania zasobami ludzkimi 	  NL 	  11/11/2017 	1	 EUR 	 bez Vat 	  Wartosc bez VAT: 1.00 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:451806-2017:TEXT:PL:HTML&src=0 	  451806-2017 	  Szwecja-Jönköping: Pakiety oprogramowania do publikowania elektronicznego 	  SE 	  11/11/2017 	0	  	 z Vat 	  Brak wartosci w ofercie
http://ted.europa.eu/udl?uri=TED:NOTICE:451790-2017:TEXT:PL:HTML&src=0 	  451790-2017 	  Polska-Bochnia: Pakiety oprogramowania do kontroli przemys³owej 	  PL 	  11/11/2017 	8840000,01	 PLN 	 bez Vat 	  Wartosc bez VAT: 8 840 000.01 PLN
http://ted.europa.eu/udl?uri=TED:NOTICE:451773-2017:TEXT:PL:HTML&src=0 	  451773-2017 	  Wêgry-Budapeszt: Us³ugi programowania pakietów oprogramowania 	  HU 	  11/11/2017 	3500000000	 HUF 	 bez Vat 	  Wartosc bez VAT: 3 500 000 000.00 HUF
http://ted.europa.eu/udl?uri=TED:NOTICE:451769-2017:TEXT:PL:HTML&src=0 	  451769-2017 	  Austria-Wiedeñ: Pakiety oprogramowania do analizy finansowej 	  AT 	  11/11/2017 	654847,9	 EUR 	 bez Vat 	  Wartosc bez VAT: 654 847.90 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:451651-2017:TEXT:PL:HTML&src=0 	  451651-2017 	  Dania-Kopenhaga: Konserwacja oprogramowania technologii informacji 	  DK 	  11/11/2017 	50000000	 DKK 	 bez Vat 	  Wartosc bez VAT: 50 000 000.00 DKK
http://ted.europa.eu/udl?uri=TED:NOTICE:451636-2017:TEXT:PL:HTML&src=0 	  451636-2017 	  Niderlandy-Nieuwegein: Pakiety oprogramowania i systemy informatyczne 	  NL 	  11/11/2017 	260000	 EUR 	 z Vat 	  Najtansza oferta: 260 000.00 EUR / Najdrozsza oferta: 270 000.00 EUR brana pod uwage
http://ted.europa.eu/udl?uri=TED:NOTICE:451187-2017:TEXT:PL:HTML&src=0 	  451187-2017 	  Niemcy-Saarbrücken: Pakiety oprogramowania do tworzenia dokumentów 	  DE 	  11/11/2017 	0,01	 EUR 	 bez Vat 	  Wartosc bez VAT: 0.01 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:451181-2017:TEXT:PL:HTML&src=0 	  451181-2017 	  Zjednoczone Królestwo-Swansea: Pakiety oprogramowania bibliotecznego 	  UK 	  11/11/2017 	57000	 GBP 	 z Vat 	  Najtansza oferta: 57 000.00 GBP / Najdrozsza oferta: 228 000.00 GBP brana pod uwage
http://ted.europa.eu/udl?uri=TED:NOTICE:451045-2017:TEXT:PL:HTML&src=0 	  451045-2017 	  Francja-Lyon: System zarz¹dzania dokumentacj¹ 	  FR 	  11/11/2017 	833333,34	 EUR 	 bez Vat 	  Wartosc bez VAT: 833 333.34 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:451030-2017:TEXT:PL:HTML&src=0 	  451030-2017 	  Francja-Rosi?res-en-Santerre: Pakiety oprogramowania do zarz¹dzania relacjami z klientami 	  FR 	  11/11/2017 	101799,61	 EUR 	 bez Vat 	  Wartosc bez VAT: 101 799.61 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:449713-2017:TEXT:PL:HTML&src=0 	  449713-2017 	  Niderlandy-Nijmegen: Pakiety oprogramowania do analizy finansowej 	  NL 	  10/11/2017 	1	 EUR 	 bez Vat 	  Wartosc bez VAT: 1.00 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:448913-2017:TEXT:PL:HTML&src=0 	  448913-2017 	  Polska-Gliwice: Systemy operacyjne 	  PL 	  10/11/2017 	13099	 PLN 	 bez Vat 	  Wartosc bez VAT: 13 099.00 PLN
http://ted.europa.eu/udl?uri=TED:NOTICE:448774-2017:TEXT:PL:HTML&src=0 	  448774-2017 	  Wêgry-Budapeszt: Serwery komputerowe 	  HU 	  10/11/2017 	1188086014	 HUF 	 bez Vat 	  Wartosc bez VAT: 1 188 086 014.00 HUF
http://ted.europa.eu/udl?uri=TED:NOTICE:448767-2017:TEXT:PL:HTML&src=0 	  448767-2017 	  Polska-Warszawa: Pakiety oprogramowania do tworzenia dokumentów 	  PL 	  10/11/2017 	473082	 PLN 	 bez Vat 	  Wartosc bez VAT: 473 082.00 PLN
http://ted.europa.eu/udl?uri=TED:NOTICE:448740-2017:TEXT:PL:HTML&src=0 	  448740-2017 	  Francja-Hayange: Pakiety oprogramowania do zarz¹dzania inwestycjami 	  FR 	  10/11/2017 	151000	 EUR 	 bez Vat 	  Wartosc bez VAT: 151 000.00 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:448092-2017:TEXT:PL:HTML&src=0 	  448092-2017 	  Jordania-Amman: Dostawa, instalacja i aktualizacja sprzêtu oraz oprogramowania DocuWare dla systemu elektronicznego zarz¹dzania dokumentami Dyrekcji ds. Stanu Cywilnego i Paszportów — Ministerstwo Spraw Wewnêtrznych Jordañskiego Królestwa Haszymidzkiego 	  JO 	  10/11/2017 	0	  	 z Vat 	  Brak wartosci w ofercie
http://ted.europa.eu/udl?uri=TED:NOTICE:447604-2017:TEXT:PL:HTML&src=0 	  447604-2017 	  Grecja-Ateny: Komputerowy system steruj¹cy 	  GR 	  09/11/2017 	572000	 EUR 	 bez Vat 	  Wartosc bez VAT: 572 000.00 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:447425-2017:TEXT:PL:HTML&src=0 	  447425-2017 	  Niderlandy-Haga: Us³ugi informatyczne: konsultacyjne, opracowywania oprogramowania, internetowe i wsparcia 	  NL 	  09/11/2017 	1000000	 EUR 	 bez Vat 	  Wartosc bez VAT: 1 000 000.00 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:447418-2017:TEXT:PL:HTML&src=0 	  447418-2017 	  Luksemburg-Luksemburg: System informacji pasa¿erskiej czasu rzeczywistego 	  LU 	  09/11/2017 	6000000	 EUR 	 bez Vat 	  Wartosc bez VAT: 6 000 000.00 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:447417-2017:TEXT:PL:HTML&src=0 	  447417-2017 	  Finlandia-Helsinki: Pakiety oprogramowania szkoleniowego 	  FI 	  09/11/2017 	100000	 EUR 	 bez Vat 	  Wartosc bez VAT: 100 000.00 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:446705-2017:TEXT:PL:HTML&src=0 	  446705-2017 	  S³owacja-Žilina: Pakiety oprogramowania i systemy informatyczne 	  SK 	  09/11/2017 	0	  	 z Vat 	  Brak wartosci w ofercie
http://ted.europa.eu/udl?uri=TED:NOTICE:446019-2017:TEXT:PL:HTML&src=0 	  446019-2017 	  Norwegia-Trondheim: Us³ugi opracowywania oprogramowania do edycji stron WWW 	  NO 	  08/11/2017 	3000000	 NOK 	 bez Vat 	  Wartosc bez VAT: 3 000 000.00 NOK
http://ted.europa.eu/udl?uri=TED:NOTICE:444517-2017:TEXT:PL:HTML&src=0 	  444517-2017 	  Zjednoczone Królestwo-Exeter: Sprzêt zwi¹zany z komputerami 	  UK 	  08/11/2017 	541657	 GBP 	 bez Vat 	  Wartosc bez VAT: 541 657.00 GBP
http://ted.europa.eu/udl?uri=TED:NOTICE:444490-2017:TEXT:PL:HTML&src=0 	  444490-2017 	  Francja-Chelles: Rejestratory czasu 	  FR 	  08/11/2017 	655000	 EUR 	 bez Vat 	  Wartosc bez VAT: 655 000.00 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:444467-2017:TEXT:PL:HTML&src=0 	  444467-2017 	  Polska-Czêstochowa: Us³ugi wdra¿ania oprogramowania 	  PL 	  08/11/2017 	2104487	 PLN 	 bez Vat 	  Wartosc bez VAT: 2 104 487.00 PLN
http://ted.europa.eu/udl?uri=TED:NOTICE:443418-2017:TEXT:PL:HTML&src=0 	  443418-2017 	  Francja-Saint-Nazaire: Pakiety oprogramowania do zarz¹dzania relacjami z klientami 	  FR 	  07/11/2017 	700000	 EUR 	 bez Vat 	  Wartosc bez VAT: 700 000.00 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:443057-2017:TEXT:PL:HTML&src=0 	  443057-2017 	  Polska-Warszawa: Pakiety oprogramowania do analizy finansowej i rachunkowoœci/ksiêgowoœci 	  PL 	  07/11/2017 	1660500	 PLN 	 bez Vat 	  Wartosc bez VAT: 1 660 500.00 PLN
http://ted.europa.eu/udl?uri=TED:NOTICE:442334-2017:TEXT:PL:HTML&src=0 	  442334-2017 	  Szwecja-Höör: Biblioteczny system zarz¹dzania 	  SE 	  07/11/2017 	1185601	 SEK 	 z Vat 	  Najtansza oferta: 1 185 601.00 SEK / Najdrozsza oferta: 1 497 008.00 SEK brana pod uwage
http://ted.europa.eu/udl?uri=TED:NOTICE:442323-2017:TEXT:PL:HTML&src=0 	  442323-2017 	  Polska-Kalisz: Komputer biurkowy 	  PL 	  07/11/2017 	343050	 PLN 	 bez Vat 	  Wartosc bez VAT: 343 050.00 PLN
http://ted.europa.eu/udl?uri=TED:NOTICE:442252-2017:TEXT:PL:HTML&src=0 	  442252-2017 	  Polska-Poznañ: Urz¹dzenia komputerowe 	  PL 	  07/11/2017 	1985837	 PLN 	 bez Vat 	  Wartosc bez VAT: 1 985 837.00 PLN
http://ted.europa.eu/udl?uri=TED:NOTICE:442246-2017:TEXT:PL:HTML&src=0 	  442246-2017 	  Niemcy-Berlin: Pakiety oprogramowania do sterowników systemowych 	  DE 	  07/11/2017 	1	 EUR 	 bez Vat 	  Wartosc bez VAT: 1.00 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:440797-2017:TEXT:PL:HTML&src=0 	  440797-2017 	  Polska-M³awa: Pakiety oprogramowania i systemy informatyczne 	  PL 	  04/11/2017 	3100000	 PLN 	 bez Vat 	  Wartosc bez VAT: 3 100 000.00 PLN
http://ted.europa.eu/udl?uri=TED:NOTICE:440711-2017:TEXT:PL:HTML&src=0 	  440711-2017 	  Francja-Châtillon: Konserwacja oprogramowania technologii informacji 	  FR 	  04/11/2017 	688160,3	 EUR 	 bez Vat 	  Wartosc bez VAT: 688 160.30 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:440267-2017:TEXT:PL:HTML&src=0 	  440267-2017 	  Polska-Oleœnica: Elektroniczne zarz¹dzanie danymi (EDM) 	  PL 	  04/11/2017 	2275083,33	 PLN 	 bez Vat 	  Wartosc bez VAT: 2 275 083.33 PLN
http://ted.europa.eu/udl?uri=TED:NOTICE:439259-2017:TEXT:PL:HTML&src=0 	  439259-2017 	  Francja-Lyon: System zarz¹dzania baz¹ danych 	  FR 	  03/11/2017 	350000	 EUR 	 z Vat 	  Ca³kowita koncowa opisWartosci umowy/czesci: 350 000.00 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:438029-2017:TEXT:PL:HTML&src=0 	  438029-2017 	  Finlandia-Helsinki: Pakiety oprogramowania i systemy informatyczne 	  FI 	  03/11/2017 	570287	 EUR 	 bez Vat 	  Wartosc bez VAT: 570 287.00 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:437363-2017:TEXT:PL:HTML&src=0 	  437363-2017 	  Norwegia-F?rde: Pakiety oprogramowania i systemy informatyczne 	  NO 	  02/11/2017 	1	 NOK 	 bez Vat 	  Wartosc bez VAT: 1.00 NOK
http://ted.europa.eu/udl?uri=TED:NOTICE:436642-2017:TEXT:PL:HTML&src=0 	  436642-2017 	  Malta-Floriana: Systemy informacji finansowej 	  MT 	  02/11/2017 	9836513,56	 EUR 	 bez Vat 	  Wartosc bez VAT: 9 836 513.56 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:436078-2017:TEXT:PL:HTML&src=0 	  436078-2017 	  Niemcy-Schweinfurt: Pakiety oprogramowania i systemy informatyczne 	  DE 	  02/11/2017 	88424,8	 EUR 	 bez Vat 	  Wartosc bez VAT: 88 424.80 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:435999-2017:TEXT:PL:HTML&src=0 	  435999-2017 	  Polska-Ruda Œl¹ska: Meble (w³¹cznie z biurowymi), wyposa¿enie, urz¹dzenia domowe (z wy³¹czeniem oœwietlenia) i œrodki czyszcz¹ce 	  PL 	  02/11/2017 	1960585,53	 PLN 	 bez Vat 	  Wartosc bez VAT: 1 960 585.53 PLN
http://ted.europa.eu/udl?uri=TED:NOTICE:434154-2017:TEXT:PL:HTML&src=0 	  434154-2017 	  Chorwacja-Rijeka: Us³ugi doradcze w zakresie zarz¹dzania projektem 	  HR 	  31/10/2017 	6648000	 HRK 	 bez Vat 	  Wartosc bez VAT: 6 648 000.00 HRK
http://ted.europa.eu/udl?uri=TED:NOTICE:433164-2017:TEXT:PL:HTML&src=0 	  433164-2017 	  S³owenia-Ljubljana: Serwery 	  SI 	  31/10/2017 	371760	 EUR 	 bez Vat 	  Wartosc bez VAT: 371 760.00 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:433132-2017:TEXT:PL:HTML&src=0 	  433132-2017 	  Polska-Sulechów: Pakiety oprogramowania i systemy informatyczne 	  PL 	  31/10/2017 	1880468,85	 PLN 	 bez Vat 	  Wartosc bez VAT: 1 880 468.85 PLN
http://ted.europa.eu/udl?uri=TED:NOTICE:432882-2017:TEXT:PL:HTML&src=0 	  432882-2017 	  Szwecja-Halmstad: Pakiety oprogramowania do zarz¹dzania dokumentami 	  SE 	  31/10/2017 	0	  	 z Vat 	  Brak wartosci w ofercie
http://ted.europa.eu/udl?uri=TED:NOTICE:431838-2017:TEXT:PL:HTML&src=0 	  431838-2017 	  Francja-Metz: Pakiety oprogramowania do systemów finansowych 	  FR 	  28/10/2017 	200000	 EUR 	 z Vat 	  Wartosc: 200 000 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:430956-2017:TEXT:PL:HTML&src=0 	  430956-2017 	  Francja-Lille: Systemy informacyjne 	  FR 	  28/10/2017 	437037,5	 EUR 	 bez Vat 	  Wartosc bez VAT: 437 037.50 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:430365-2017:TEXT:PL:HTML&src=0 	  430365-2017 	  Polska-Krosno: System automatyzacji 	  PL 	  28/10/2017 	2011624,41	 PLN 	 z Vat 	  Najtansza oferta: 2 011 624.41 PLN / Najdrozsza oferta: 2 011 624.41 PLN brana pod uwage
http://ted.europa.eu/udl?uri=TED:NOTICE:430351-2017:TEXT:PL:HTML&src=0 	  430351-2017 	  S³owenia-Ljubljana: Medyczne urz¹dzenia komputerowe 	  SI 	  28/10/2017 	282816,96	 EUR 	 bez Vat 	  Wartosc bez VAT: 282 816.96 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:430298-2017:TEXT:PL:HTML&src=0 	  430298-2017 	  Szwecja-Sp?nga: Zautomatyzowane urz¹dzenia biblioteczne 	  SE 	  28/10/2017 	7000000	 SEK 	 bez Vat 	  Wartosc bez VAT: 7 000 000.00 SEK
http://ted.europa.eu/udl?uri=TED:NOTICE:430294-2017:TEXT:PL:HTML&src=0 	  430294-2017 	  Polska-Opole: Komputer biurkowy 	  PL 	  28/10/2017 	333193	 PLN 	 bez Vat 	  Wartosc bez VAT: 333 193.00 PLN
http://ted.europa.eu/udl?uri=TED:NOTICE:430248-2017:TEXT:PL:HTML&src=0 	  430248-2017 	  Niemcy-Frankfurt nad Menem: Analityczne, naukowe, matematyczne lub prognozuj¹ce pakiety oprogramowania 	  DE 	  28/10/2017 	1	 EUR 	 bez Vat 	  Wartosc bez VAT: 1.00 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:430160-2017:TEXT:PL:HTML&src=0 	  430160-2017 	  Polska-Warszawa: Urz¹dzenia komputerowe 	  PL 	  28/10/2017 	986582	 PLN 	 bez Vat 	  Wartosc bez VAT: 986 582.00 PLN
http://ted.europa.eu/udl?uri=TED:NOTICE:430131-2017:TEXT:PL:HTML&src=0 	  430131-2017 	  Francja-La Rochelle: Pakiety oprogramowania do automatyzacji prac biurowych 	  FR 	  28/10/2017 	17769	 EUR 	 bez Vat 	  Wartosc bez VAT: 17 769.00 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:429407-2017:TEXT:PL:HTML&src=0 	  429407-2017 	  Grecja-Spata: Urz¹dzenia lotniskowe 	  GR 	  27/10/2017 	751888	 EUR 	 z Vat 	  Wartosc: 751 888 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:428901-2017:TEXT:PL:HTML&src=0 	  428901-2017 	  Hiszpania-Madryt: Pakiety oprogramowania przetwarzaj¹cego transakcje 	  ES 	  27/10/2017 	906475,06	 EUR 	 bez Vat 	  Wartosc bez VAT: 906 475.06 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:428465-2017:TEXT:PL:HTML&src=0 	  428465-2017 	  Zjednoczone Królestwo-Exeter: Pakiety oprogramowania do rozliczania czasu lub zarz¹dzania zasobami ludzkimi 	  UK 	  27/10/2017 	5104000	 GBP 	 bez Vat 	  Wartosc bez VAT: 5 104 000.00 GBP
http://ted.europa.eu/udl?uri=TED:NOTICE:428436-2017:TEXT:PL:HTML&src=0 	  428436-2017 	  Francja-Ivry-sur-Seine: Pakiety oprogramowania do zarz¹dzania dokumentami 	  FR 	  27/10/2017 	174885	 EUR 	 bez Vat 	  Wartosc bez VAT: 174 885.00 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:428288-2017:TEXT:PL:HTML&src=0 	  428288-2017 	  Zjednoczone Królestwo-Morpeth: Pakiety oprogramowania bibliotecznego 	  UK 	  27/10/2017 	150000	 GBP 	 z Vat 	  Najtansza oferta: 150 000.00 GBP / Najdrozsza oferta: 2 000 000.00 GBP brana pod uwage
http://ted.europa.eu/udl?uri=TED:NOTICE:427601-2017:TEXT:PL:HTML&src=0 	  427601-2017 	  Austria-Dornbirn: System zarz¹dzania salami operacyjnymi 	  AT 	  27/10/2017 	612862,02	 EUR 	 bez Vat 	  Wartosc bez VAT: 612 862.02 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:427561-2017:TEXT:PL:HTML&src=0 	  427561-2017 	  Szwecja-Lund: Pakiety oprogramowania i systemy informatyczne 	  SE 	  27/10/2017 	26300000	 SEK 	 bez Vat 	  Wartosc bez VAT: 26 300 000.00 SEK
http://ted.europa.eu/udl?uri=TED:NOTICE:426640-2017:TEXT:PL:HTML&src=0 	  426640-2017 	  Zjednoczone Królestwo-Londyn: Systemy informacji finansowej 	  UK 	  26/10/2017 	132000	 GBP 	 z Vat 	  Wartosc: 132 000 GBP
http://ted.europa.eu/udl?uri=TED:NOTICE:426255-2017:TEXT:PL:HTML&src=0 	  426255-2017 	  Francja-Lyon: System informacji ruchu pasa¿erskiego 	  FR 	  26/10/2017 	5787150,2	 EUR 	 bez Vat 	  Wartosc bez VAT: 5 787 150.20 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:425942-2017:TEXT:PL:HTML&src=0 	  425942-2017 	  Francja-Tuluza: Pakiety oprogramowania do systemów finansowych 	  FR 	  26/10/2017 	1800000	 EUR 	 bez Vat 	  Wartosc bez VAT: 1 800 000.00 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:425894-2017:TEXT:PL:HTML&src=0 	  425894-2017 	  Republika Czeska-Praga: Komputerowy system steruj¹cy 	  CZ 	  26/10/2017 	10000000	 CZK 	 bez Vat 	  Wartosc bez VAT: 10 000 000.00 CZK
http://ted.europa.eu/udl?uri=TED:NOTICE:425888-2017:TEXT:PL:HTML&src=0 	  425888-2017 	  Republika Czeska-Praga: Komputerowy system steruj¹cy 	  CZ 	  26/10/2017 	20000000	 CZK 	 bez Vat 	  Wartosc bez VAT: 20 000 000.00 CZK
http://ted.europa.eu/udl?uri=TED:NOTICE:425871-2017:TEXT:PL:HTML&src=0 	  425871-2017 	  Irlandia-Dublin: Us³ugi opracowywania oprogramowania dla baz danych i operacyjnego 	  IE 	  26/10/2017 	110000	 EUR 	 z Vat 	  Najtansza oferta: 110 000.00 EUR / Najdrozsza oferta: 258 000.00 EUR brana pod uwage
http://ted.europa.eu/udl?uri=TED:NOTICE:425837-2017:TEXT:PL:HTML&src=0 	  425837-2017 	  Irlandia-Dublin: Pakiety oprogramowania do t³umaczenia z jêzyków obcych 	  IE 	  26/10/2017 	128000	 EUR 	 bez Vat 	  Wartosc bez VAT: 128 000.00 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:425712-2017:TEXT:PL:HTML&src=0 	  425712-2017 	  S³owacja-Trenèianske Teplice: Systemy informacyjne 	  SK 	  26/10/2017 	0	  	 z Vat 	  Brak wartosci w ofercie
http://ted.europa.eu/udl?uri=TED:NOTICE:425012-2017:TEXT:PL:HTML&src=0 	  425012-2017 	  Szwecja-Göteborg: Systemy informacji finansowej 	  SE 	  26/10/2017 	12800000	 SEK 	 bez Vat 	  Wartosc bez VAT: 12 800 000.00 SEK
http://ted.europa.eu/udl?uri=TED:NOTICE:424339-2017:TEXT:PL:HTML&src=0 	  424339-2017 	  Litwa-Wilno: Pakiety oprogramowania do rozliczania czasu lub zarz¹dzania zasobami ludzkimi 	  LT 	  25/10/2017 	113159,2	 EUR 	 z Vat 	  Wartosc: 113 159,20 EUR£¹cznie z VAT. Stawka VAT (%) 21
http://ted.europa.eu/udl?uri=TED:NOTICE:424181-2017:TEXT:PL:HTML&src=0 	  424181-2017 	  Polska-£ódŸ: Systemy baz danych 	  PL 	  25/10/2017 	2380000	 PLN 	 z Vat 	  Wartosc: 2 380 000 PLN
http://ted.europa.eu/udl?uri=TED:NOTICE:423662-2017:TEXT:PL:HTML&src=0 	  423662-2017 	  Polska-O³awa: Ró¿ne pakiety oprogramowania i systemy komputerowe 	  PL 	  25/10/2017 	1218318	 PLN 	 bez Vat 	  Wartosc bez VAT: 1 218 318.00 PLN
